Komen,Klasifikasi
"Masya Allah,, terharu liat prosesnya.Saya jg sedang hamil 4 bulan, semoga diberikan kelancaran dan kemudahan sampai saatnya melahirkan nanti. Aamiin Ya Rabbal alamin",0
"Liat video mawik melahirkan dari awal smpe brojol mewek bgt  jd bayangin kalau yg kuliat ini ibuk aku. Jangan lupa orang tuanya disayang ya teman2, inget pengorbanan mereka yg sudah membesarkan kita. Sehat2 trs mawik sekeluarga",0
MasyaAllah aku nangis sepanjang video padahal aku udah lahiran sendiri tp liat kayak gini tetep nangis kejer,0
"aku belom nikah, tapi insyaallah sebentar lagi akan..
sedih banget terharu liatnya. ayah mput the best, mama uwik pun the best. salut bgt ya Allah. sehat sehat ayah mput sekeluarga. ga ngerti lagi gimana kagumnya freya dan adik nanti kl udah besar liat video ini.",0
"Ya allah tabarakallah kak, mampir di chanel ini buat liat perjuangan mama freya,pdhal dede bayinya sama tanggal lahir nya sama aku wah",0
"MasyaAllah salut...msh mengusahakan normal, pdhl klo mau sc pasti mama uwi mampu. Klo induksi memang mulesnya lumayan banget ..secara mules bikinan. Pasangan yg luar biasa",0
"Aku lagi hamil 2bulan,liat video ini nangis kejer sambil pegang perut. Yaallah lancar-lancar ya buat para bumil yg ada disini,yg lagi berjuang garis 2 semangat juga",0
"Jadi inget waktu lahiran, walaupun ga di induksi, tapi rasanya emmmmm mantap ga kebayang mama uwi di induksi pasti sakitnya 2x lipat. Mewekkkk",0
makasih ka mput dan mama Freya video indahnya.berasa ngikutin perjuangan melahirkan.mudah2an aku sempet merasakan indahnya melahirkan.semangat pejuang garis 2,0
"Aku lagi hamil 4 bulan, semoga bisa sekuat ka uwi untuk yakin bsa melahirkan secara normal. Sungguh sangat menginspirasi.",0
Terharu.. seketika ikut merasakan apa yg mawik rasakan.. sehat selalu ayah mput sekeluarga,0
"Mawikk yg lahiran kenapa gw yg nangisss ya Allah... Belum nikah, tapi keinget perjuangan ibu gw dulu pas melahirkan. Ya Allah",0
"Banjiiirr sudah air mataku ini ka wik dan ka put, semoga jadi dedek yang sholehah yahh aamiin",0
Ya Allah ga berhenti nangis liat video ini sampe akhirr  bener-bener perjuangan seorang ibu ? makasih mamauwi dan ayah freya yang dgn video ini bener-bener di ongaktan dan menyadarkan bahwa kita harus berbakti kepada orang tua dan bersikap lemah lembut saat berbicara kepadanya agar tidak menyakiti perasaannya. Sehat-sehat yaa mama uwi dan keluarga,0
"I feel you uwik, pas lahirin anak kedua yg dipikirin bukan sakit pas lahiran. Tapi ""nanti abangnya gimana tidurnya ? Bisa ga tanpa mama"" krna ga pernah pisah ngapa2in pun",0
"Ya Allah mama uwikk alhamdulilah. Akuu yang belum nikah auto merinding liat video ini semoga sehat sehat yaa Ilayyaa, namanya cantikk secantik dede bayinyaa",0
Terharu melihatnya... semoga anaku mendapatkan Imam yang bijaksana dan penyayang  ya Allah... Aamiin ya robbal alamiin,0
"I feel you mawik. Tgl 16 juli juga aku melahirkan anak pertama aku dgn normal hihi. Semoga sehat selalu mawik dan keluarga yaa, semoga dedenya jadi anak yg sholeha Aamiin",0
nangisss bgttt dr awal sampe akhir apalagi pas ka uwik & ka mput ngasih afirmasi positif ke dede bayiknya huaaaaa ngetik ini jg msh nangis,0
"masyallah perjuangan ,hebaat bgttt kak dwi, aq 2 bulan lebih lagi melahirkan, doain ya kak biar sehat trs,dilancarkan, dimudahkan serta diberi keselamatan nanti saatnya melahirkan,mudah2an kak dwi & dede bayi nya juga sehat trs ya..",0
"Ya Allah Masya Allah  nangis mama uwik hebaat  Dede nya juga pinter, papa nya jugaa hebaat  jadi contoh yang baik  sehat2 ya mama dedek papa Sma kak Freya  selamat datang ke dunia dedek",0
"Barokalloh.. Semoga menjadi anak sholehah, berbakti kpd kedua orgtua, sehat, panjang umur, murah rezekinyaa.. Aamiin
Selamat yaa atas kelahiran baby Illaya
Vlog ini bener2 mengandung bawang",0
Saya turut terharu n menangis. Doakan saya dan suami mendapat zuriat yang Soleh n Solehah Aamiin. Saya dari Malaysia.,0
"aku mau sholawatin biar bisa parenting kayak mama uwikk nanti, trs bisa punya suami kyk ayah mputt!! Aamiin yaAllah",0
Dengerin freya nya bilang okey mama okey mama malah bikin nangis. Baru menit ke 2 woy,0
"Ya Allah terharu...  Selamat ya.. baarokallahu fiikum.. mama uwik hebat... 
Insyaa Allah, Allah segera memberiku kesempatan merasakan apa yg mama uwik rasakan.. aamiin yaa rabbal'aalamiin

#penantian8th",0
Nangis sampe segugukan gak ngerti lagi perjuangan seorang ibu?,0
"Nonton ulang, kirain ga bakal nangis kejer lg ternyata tiap ditonton masih buat eyelinerku bleber:'))",0
"MasyaAllah ku ingut nangis bahagia liatnya, doain ya teman teman aku skrg lg hamil, smoga bayi d kandungan ku sehat wal ' afiat dan lancar smpai melahirkan",0
"Sepanjang vidio sambil shalawatan :') Pingin banget punya hati sebaik dan setulus mama uwik, punya suami sepengertian dan setulus ayah mput. MasyaAllah",0
"Ikutan nangis, terharu... Hpl 7 agst smga dilancarin ya Allah...",0
Ikutan nangis bahagia,0
huu ga bisa nnton kayak gini ginian pasti terharu,0
"Keluarga panutan, ntar klo dah nikah pen kek gini hehe",0
MasyaAllah tabarakallah... Terharu banget liatnya. Mama uwi alhamdulillah mnginspirasi banget. Jadi pen lahiran lagi tapi masih trauma . Yg paling bikin terharu selalu nyebut asma allah terus padhal kalo gelombang cinta dateng masyaAllah nikmatnya. Barakallah fiikum ya mama uwi..,0
Alhamdulillah MAHA BESAR ALLOH...seneng lihat mbk dan masny  dr awal santai dan hapy saling suport dg slalu menyebut nama Alloh...serta melibatkan debay interaksi...  sakittt bangetttt sih sudah pasti... luar biasa inspiratif,0
"Wah freya punya adik nihh.. mantaapp
Selamat bang putra atas kelahiran putri keduanya..",0
"Bener banget momy, anak mama bgt.tidur gmw sama ayahnya maunya sama mama. Semoga nnti jg bisa berusaha tegar jg dan dipermudahkan salinannya juga.

Terharu",0
"Nangis banget walaupun udh nonton potongannya di instagram, tetep aja nangis kedua kalinya",0
"masyaAllah terharu sekali..  Jadi inget waktu lahiran. Berdoa semoga kalau diberi rejeki hamil lagi bis seperti mama freya Dan ilayyaa.. Bisa ikhlas, bersyukur, Dan tetep enjoy the way ?",0
Yaallah nangis banget liat ini semoga allah segera memberiku rizky seorang anak aku ingin sekali bisa merasakan hamil melahirkan dan merawat anak kandungku sudah hampir 2thn aku dan suami menanti,0
Sholawatin biar kita semua jadi orang tua yg terbaik untuk anak kita nanti. Biar bisa kayak ma uwik dan ayah mput,0
"Asli ikutan nangis, keinget mei lalu lahirin anak pertama yg Alhamdulillahnya kontrasi alami yg MasyaAllah nikmat banget. Apalagi induksi ya kak uwi MasyaAllah hebat. Perjuangan melahirkan buah hati yg tidak akan pernah terlupakan. Semangat selalu utk kak uwi dan keluarga, sehat2 selalu.",0
"sampe nangis nontonnya, walaupun aq blm dikaruniai anak setidaknya aq ikut merasakan perjuangan seorang ibu, mama freya hebat. Smg tahun depan diusia pernikahan yg ke 9th, Allah segera berikan kepercayaan anak kpd kami, aamiinn yaa rabb",0
"Aku terharu... Nangis nagis lihat inii , tapi sedikit takut, hpl akhir Agustus.. semoga nanti diberi kelancaran..",0
"Masyaallah selamat atas kelahiran anak keduanya. ga berenti berenti nangis bombai, sunggung nikmat gelombang cinta itu, saya pun merasakan hal yg serupa kala anak pertama, dan insyaallah saya sedang menjalani proses menunggu kelahiran ke 2 nanti dengan perbedaan yg sangat jauh karna tidak lagi di temani ibu saya karna beliau sudah wafat al-fatihah untuk ibu saya tercinta",0
Turut berbahagia kak,0
Sehat selalu untuk keluarga mawik,0
"MasyaAllah TabarakAllah. Semoga aku juga segera diberikan rezeki keturunan. Aamiin
Penantian 14bulan",0
"Kenangan 10 bulan lalu langsung dateng lg sambil ngelus perut sendiri, alhamdulillah selamat manjadi ayah ibu untuk kedua kalinya yaaa welcome to sejiwa family adik ilayya",0
"Ikutan nangis se nangis2nya yaAllah, apa kita bisa ya  seperti mawik yg kuat banget sperti ini. Mawaik, yah mput, frey frey dan adik bayik sehat2 yaaaa",0
"udah gak tau dah ngulang brp kali video ini.
Dan tiap liat video lahiran pasti jadi nangis krn inget perjuangan yg sama 
MasyaAllah  selamat uwik mput ka freya atas kelahiran adik Ilayya , semoga adik menjadi anak soleha dan bahagia selalu Aamiin.
Semog uwik cepet pulih lagi yaa ?",0
"Ngertii bangett perasaan mawiik, aku juga mau lahiran anak kedua, kebayang bangett harus ninggalin si kakak  dari awal video udah meweek aku tuuu",0
Nangissss bgt alhamdulillah mama uwiii ayah mputtt kalian bener2 menginspirasi akuuu semoga kalian dan kita semua selalu diberi keberkahan kesehatan  daaan Luv bgt buat Kaka ayak dan Ade bayii,0
Semoga kelak aku juga merasakan perjuangan ini dan melewatinya bersama jodoh pilihan Allah,0
"Nangis kejer banget dari awal nonton sampe akhir. MasyaAllah selamat kak uwi dan kak mput. :') ya Allah semoga kelak bisa dapat pasangan hidup kayak kak mput yg tenang jiwanya, yg tutur katanya bisa bikin hati ademm dan semoga aku nanti juga bisa kuat kaya kak uwik :'))",0
Aku bentar lagi hpl dan liatnya kok terharu banget Masya Allah bener2 ngerasain bakal begitu dan sabarnya suami yg siaga :'),0
Terngakak pas mama uwi joget,0
"Tiap hari bantu orang lahiran gak pernah ikut nangis, liat kak uwik lahiran mbrebes mili sampe lahir adek bayinya... MasyaAllah semoga selalu diparingi kesehatan n perlindungan dari Allah ka uwik sekeluarga",0
Aku meweeek  alhamdulillaaaahhhh baby dan maminyaa sehat waalfiat.. smoga cepat pulih yaaaa mamii,0
Tak terasa air mata menetes pas momen mak anum video call..  ya Allah semoga secepatnya aku ngerasain hamil dan melahirkan... Udah kosong mau genap dua tahun,0
"Ketika ma wik bilang "" yank takut yank ya Allah "" seketika aku ikut nangis gak bisa bayangin pas udh bukaan 9 sakitnya Masha Allah",0
"Video ini mrngandung bawang yang sangat banyak
Menghitung hari menunggu hpl semoga dimudahkan juga aamiin",0
"Terharu banget  ga kerasa mata berkaca-kaca dari awal video, trus ikut nangis pas udah bukaan 5 sampe lahiran. Mama uwik kuat banget masyaAllah. Ayah mput juga siaga banget, selalu ada pas mama uwik butuh, keliatan banget sayang sama mama uwik",0
kak putt gridwallnya beli dmn? pls jawab paacr w nyariin gituan gak nemuu,0
Masyaa Allaah....Smoga Menjadi ank Sholeha...Aamiin,0
Sabar bgt pasangan ini,0
Nangis gue nonton. Sehat slalu ya bu . N kluarga,0
"Makasih ya kak uwik, kak mput uda jadi insipirasi buat kita pejuang2 yang hpl sebentar lagi, pernikahan mengajarkan kerjasama dan pengorbanan masing2 peran. Hebat  gak kerasa nangis sesenggukan padahal aku bukan siapa2 kalian  emg klo uda ngerasain semuanya cuma pengen keluarga harmonis dan anak2 shaleh&shalehah.. selamat menjalani semuanya yaaa",0
MasyaAllah. Betapa besar kuasa Allah. Mewek oeeeee nontonnya. Ngebayangin nanti lahiran. Semoga Allah mudahkan,0
"Mau lahiran bulan ini nangis bgt masyaAllah,",0
"Anakku yg pertama cuma beda 2 hari lahir nya  sm KK freya, alhamdulillah sekarang masuk usia kandungan 4 Bln, Mudah2n diberi kelancaran kesehatan sampai hari persalinan nanti.. aminn",0
"aq aja dah punya anak 2,liat perjuangan seorang ibu melahirkan tetep aja mewek..jadi inget dulu pas melahirkan...",0
"Asli nangis bgt nntn ini,ingat pas lahiran dan kebayang sakit gelombang cintanya itu kayak mana",0
"Terharu ,inget tahun lalu lahiran",0
"Lahiran anak pertama saya mulesnya pke induksi infus, nunggu selama 24jam... Mules nya mantaaaaapppp pisan",0
"Ya Allah nangis banget terharu nonton ini  inshaaAllah 3 bulan lagi aku juga lahiran.. Bismillah.. semoga bisa lahiran normal seperti anak pertama  sehat terus ya mama uwik ayah mput freya dan ilayya.. terimakasih selalu membagikan hal2 positif, membuat yang nonton selalu terharu dan semangat",0
"Ya allah aku nangis :'( , smg aku bisa diksh kesemptan merasakan sakitnya kontraksi, sakitnya melahirkan, merasakan tendangan2 dlm perutku, spt video ini , amiinn.. :)",0
lihat videonya mama uwiii jadi ikutan nangiiis terharuuu kerasaa sampai sini . lagi hamil nunggu hpl agustus minta doanya ya mom,0
Sedi banget pas waktu udah mau lahiran,0
Liat perjuangan mama uwi lahiran kayak masih berasa 10 bulan yg lalu lahirin anak ke2 aku..,0
"Tiba2 mata panas banget eh trus air matanya jatoh dong  mengharukan banget. Selamat, akhirnya Freya punya adek.",0
"Vidio lahiran terenyuh,yah buat gua sadar betapa besarnya perjuangan ibu melahirkann",0
"Selamat atas kelahiran anak ke 2, Semoga sehat selalu",0
Masya allah mana uwi kuat banget .. nikmat nya yaaa .. aku waktu di induksi malah gaberasa apa2,0
Hiks Masha Allah.. Sehat sehat selalu mawik ka mput sekeluarga.. Selamat atas kelahirannya. Mawik hebat. Luv,0
"Ya Allah nangis deh pas liat nahan sakit nya,aku juga hpl September smga bisa normal dan lancar amiin",0
Selamat datang adik Ilayya,0
Pas mawik ngeden ikutan berenti napas dong,0
"YaAllah tiada daya dan kekuatan kecuali  kehendakMu yaAllah..

Udah dr situ ambyarr nih air mata",0
Yallah ikutan sedih seneng campur aduk yallah wanita kuat,0
"Ya allah terharu liat perjuang mawik, aku jg dulu lahiran induksi tp tanpa suami karna suami kerja diluar kota huhuhu pas jalan pulang ehh anaknya keburu lahir",0
"MaasyaAllaah... Nontonnya sambil nangiss, sambil berdoa dalam hati semoga Allah berikan aku dan suamiku kesempatan buat merasakan nikmatnya hamil, melahirkan, dan membesarkan anak anak:') 
Baarakallaahu fiikum mawik, ayah mput, kakak Freya, dan adik ilayya.. Semoga Freya dan Ilayya menjadi anak shalihah, penghafal qur'an, penyejuk pandangan kedua orangtuanya, serta menjadi penolong kedua orangtuanya baik didunia maupun di akhirat kelak, aamiin",0
Alhamdulillah muge jadi anak soleh solehah,0
Nangis bgt  apa aku bisa ya sekuat mba uwi,0
"""bohong pasti bohong paling nanti dibawa ke indomaret.""",0
Lu sebenarnya Menginspirasi bang. Karna untuk jadi YouTubers  gak perlu mewah. Cukup sederhana dan apa adanya lu bisa sukses dengan followers lu yang sekarang,0
"Pak muh pas bilang ""maluuuu"" seimut itu masyallah",0
"""undang dong pak muhammad"" 
""kan maluu"" yaallah, cute nyaa kamu pak muuh",0
"Kata siapa gak menginspirasi.. perilaku dan sikap papah anda, bisa mengajarkan org tua utk dekat dan peduli sm anak2",0
"Soalnya kontennya tulus. Tulus ngerjain bapaknya. 
Contoh kedekatan keluarga bgt ini, anak sm ortu akrab bgt.",0
"Wah bener"" kun fayakun,, apa yang dibecandain jadi kenyataan, mungkin setelah Corona slesai ada stasiun tv yang mau ngewujudin FJ show,,",0
"""Iya, mengikuti. Jadi dia klo fadil kemana-mana dia ikut, kan mengikuti."" Hahahahahahahahahha ga salah sih",0
"Terharu, banyak2 Terimakasih ya Dil ama Allah swt 2020 di ijabah banyak2",0
"Bang lu kan bukan dari keluarga yang gaada bang lu dari keluarga yang berada dan pas kecil juga lu udah jadi artis bang tapi sikap lu berasa lu bukan siapa""berasa bukan YouTuber bukan Selebgram apalah itu salutt sii bang asli panutan the best keluarga pak Muh ini mendidik anak nya semua menjadi orang yang rendah hati? sehat""keluarga lu semua ya bang Anjayyyyy ?",0
"Aslinya gw Ampe nangis terharu tauuuuu Dil, MasyaAllah berkah deh idup lo Dil dah nyenengin orang tua, aamiin",0
"Sumpah bang, gua baru kali ini liat keluarga lagi bahagia gua juga jadi ikutan bahagia. Padahal lo bukan siapa2 gua :). Sukses terus baaang!",0
"suka banget liat ekspresi pak muh bilang ""malu"" wkwkwkw",0
"yg bikin seneng nontonin videonya soalnya entah knp slalu jd ikutan seneng aja gtu tiap ka fadil nyenengin mama papanya, atau cuman buat mreka ketawa kyk nular aja gt jd ikutan senyum2 sm reaksi bahagia mama papanya ka fadil, trs nular jg pgn bahagiain ortu dgn hal2 sederhanaa kyk ka fadil, keren kakk",0
Chanel yg bisa bikin saya nangis terharu ketika pak Muh mengatakan Alhamdulillah,0
Tapi konten bang fadil slalu ngehibur smpe ketawa ngakak kan klo ngehibur orang lain insya Allah bisa dapet pahal bang.. jangn pernah sombong ya bang,0
"Let say gw telat nonton, tapi pas Pak Muh bilang Alhamdulillah  sambil angkat tangan, gw keinget Almarhum Papi kalo lagi seneng pas gw capai sesuatu. Masya Allah Tabarakallah Dil...lu punya ortu masih lengkap, Sehat-sehat Pak Muh & keluarga",0
ngakak bgt pak muhammad bilang MALU,0
"""kita makan sayur asem emas""
maaf bgt ni aku ngakak pas bang fadil ngomong gitu HAHAHAHA",0
"Alhamdulillah senangnya liat pak muh dab sekeluarga ikutab senang ya Allah,..... Semangat buat fadhil buat konten terus..!!!!",0
"ya Allah bahagiakan selalu keuarga ini, karuniakan kelimpahan rejeki dan umur yang panjang till janah ?",0
"Makasih banyak ya dil , dan keluarga ini MASYA ALLAH banyak pembelajarannya buat aku tersendiri , hal kecilnya aku jadi ikut2 berusaha berbahasa baik , mengucap salam ketika ketemu dan masuk rumah , ya allah",0
"Gara2 waktu itu prank diajak makan sama sandiuno ehh gk taunya ke indomaret yg artinya ""prank pak Muh""ehh sandiuno komen diajak makan sore beneran...
Pak muh gk percaya awalnya, karna kapok di prank
Pak Muh:""bohong pasti bohong palingan di ajak ke indomaret""
Me bilek:"" pak Muh kapok dikerjain tapi diundang beneran akhirnya?""",0
"Ngakak banget pas Om muh bilang maluuuuuu 
Wkwkwkwk",0
"fadil bener bener bikin keluarganya dapet banyak keberuntungan,dengan kelakuannya yg nyebelin,kocak dan bikin jengkel pak muh wkwk.Sukses terus bang fadill!!",0
Fadil kayak bahagia terharu gitu dari matanya aw jadi ikutan terharu juga bisa bahagiain ortu :') semoga lancar terus rezekinya ya fadhil,0
"Baru meluncur ke channel ini setelah nonton di youtube RANS sama Pak Sandiaga Uno
Kocak banget keluarganya, bakal rajin nonton channel ini dah, terhibur banget",0
"Terharu nontonnya  Sukses & sehat terus Pak Muh sekeluarga & keluarga Pak Sandi, Aamiin",0
"Yaallah aku terharu, adil makasih yaa udah kasih pelajaran berharga khususnya buat aku, kalau kita tuh beneran harus utamain orang tua, semuanya harus untuk orang tua dulu, insyaallah akan berkah dan bahagia.. Sukses selalu yaa adil",0
"Cmn di youtube bang fadil gua jarang liat komen negative,karena ini keluarga apa adanya bngt,religius jg.",0
"ngakak Pak Sandi mohon maaf ini, gara2 dia ngerjain saya",0
"Pas cek di email 
Pak SandiUno : "" Tapi Bohong ""
Pak Muhamad : "" Gw kepret udeh lu San  """,0
"Ini bener bener konten yg menghibur,,gak majangin harta,di kontennya,bener bener konten yg punya niat menghibur org ini mah...trus berkarya yee Adil and Pak Muh",0
"Sukaaaaaaaaa
Fadil, jgn lupa bikin konten persiapan sekeluarga sebelum plus otw ke rumah pak sandi yah, salam buat pak muh, sehat"" ya pak...",0
alhamdulillah ya ka fadil bisa bahagiain ortu dan keluarga,0
